enrollee_id,city,city_development_index,gender,relevant_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,target_label,experience_num,last_new_job_num,company_size_num,experience_group,city_group,training_group,job_change_flag
31288,city_84,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,>4,15,0,Stay,10,5,4,Mid,Medium,Low,No
31731,city_100,0.887,Male,No relevent experience,Full time course,High School,Unknown,7,Unknown,Unknown,1,12,0,Stay,7,1,4,Mid,High,Low,No
17722,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,>4,57,0,Stay,19,5,6,Senior,High,High,No
17142,city_160,0.92,Female,No relevent experience,Full time course,High School,Unknown,9,Unknown,Unknown,1,105,1,Job Change,9,1,4,Mid,High,Very High,Yes
9037,city_45,0.89,Male,Has relevent experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,1,48,0,Stay,6,1,3,Mid,High,Medium,No
21597,city_157,0.769,Male,Has relevent experience,no_enrollment,Masters,No Major,9,Unknown,Unknown,1,50,0,Stay,9,1,4,Mid,High,Medium,No
14142,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,>4,7,0,Stay,3,5,3,Junior,High,Low,No
2202,city_24,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,>4,29,1,Job Change,14,5,6,Senior,Medium,Medium,Yes
716,city_75,0.939,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10/49,Pvt Ltd,>4,122,0,Stay,21,5,2,Senior,High,Very High,No
19435,city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Public Sector,,36,1,Job Change,2,1,2,Junior,Medium,Medium,Yes
14082,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,Unknown,3,Unknown,Unknown,never,73,0,Stay,3,0,4,Junior,High,High,No
14188,city_7,0.647,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,>4,110,0,Stay,11,5,8,Senior,Medium,Very High,No
22111,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,130,0,Stay,21,5,8,Senior,High,Very High,No
12686,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Pvt Ltd,1,58,0,Stay,12,1,2,Senior,High,High,No
22344,city_21,0.624,Male,No relevent experience,Full time course,High School,Unknown,<1,Unknown,Unknown,never,61,1,Job Change,0,0,4,Entry,Medium,High,Yes
7039,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,2,79,0,Stay,21,2,4,Senior,High,High,No
9036,city_21,0.624,Male,Has relevent experience,Full time course,Phd,STEM,4,10/49,NGO,2,17,0,Stay,4,2,2,Junior,Medium,Low,No
32184,city_136,0.897,Male,Has relevent experience,Part time course,Graduate,STEM,3,<10,Pvt Ltd,1,29,0,Stay,3,1,1,Junior,High,Medium,No
8077,city_67,0.855,Male,Has relevent experience,no_enrollment,High School,Unknown,5,50-99,Pvt Ltd,3,57,0,Stay,5,3,3,Junior,High,High,No
2121,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,1,42,0,Stay,12,1,8,Senior,High,Medium,No
17261,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,8,1000-4999,Pvt Ltd,1,14,0,Stay,8,1,6,Mid,High,Low,No
9390,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,89,1,Job Change,4,1,3,Junior,Medium,High,Yes
30223,city_83,0.923,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,2,17,0,Stay,5,2,8,Junior,High,Low,No
26696,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,>4,23,0,Stay,6,5,3,Mid,Medium,Low,No
4308,city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,1,25,0,Stay,6,1,8,Mid,High,Low,No
2502,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,7,100-500,Pvt Ltd,1,154,0,Stay,7,1,4,Mid,Medium,Very High,No
14359,city_74,0.579,Unknown,No relevent experience,Full time course,Graduate,STEM,4,<10,Public Sector,1,135,0,Stay,4,1,1,Junior,Low,Very High,No
25738,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,3,11,1,Job Change,7,3,4,Mid,High,Low,Yes
28120,city_16,0.91,Unknown,Has relevent experience,no_enrollment,High School,Unknown,19,100-500,Pvt Ltd,2,20,0,Stay,19,2,4,Senior,High,Low,No
29818,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,1,Unknown,Unknown,never,48,1,Job Change,1,0,4,Entry,High,Medium,Yes
12955,city_103,0.92,Unknown,No relevent experience,no_enrollment,High School,Unknown,2,Unknown,Unknown,never,91,0,Stay,2,0,4,Junior,High,High,No
30074,city_46,0.762,Male,No relevent experience,Full time course,High School,Unknown,8,Unknown,Unknown,1,36,0,Stay,8,1,4,Mid,High,Medium,No
18763,city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Unknown,Unknown,1,46,1,Job Change,13,1,4,Senior,High,Medium,Yes
26851,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,2,36,0,Stay,12,2,8,Senior,High,Medium,No
18467,city_40,0.7759999999999999,Female,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,2,25,0,Stay,15,2,6,Senior,High,Low,No
28114,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,1,40,0,Stay,10,1,7,Mid,High,Medium,No
13886,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,10/49,Early Stage Startup,1,30,0,Stay,3,1,2,Junior,High,Medium,No
5844,city_91,0.691,Female,Has relevent experience,Full time course,Graduate,STEM,10,10/49,Unknown,1,64,0,Stay,10,1,2,Mid,Medium,High,No
29850,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Pvt Ltd,2,15,1,Job Change,12,2,5,Senior,Medium,Low,Yes
18399,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Pvt Ltd,1,96,0,Stay,8,1,2,Mid,Medium,High,No
29679,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,5,<10,Pvt Ltd,1,76,0,Stay,5,1,1,Junior,High,High,No
17381,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Funded Startup,1,39,0,Stay,21,1,1,Senior,High,Medium,No
32405,city_103,0.92,Male,No relevent experience,Full time course,Graduate,Other,2,Unknown,Unknown,1,72,0,Stay,2,1,4,Junior,High,High,No
11931,city_103,0.92,Unknown,No relevent experience,Part time course,Unknown,Unknown,3,Unknown,Unknown,never,112,0,Stay,3,0,4,Junior,High,Very High,No
25458,city_83,0.923,Male,No relevent experience,Full time course,High School,Unknown,1,<10,Funded Startup,1,105,0,Stay,1,1,1,Entry,High,Very High,No
28525,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,5000-9999,Pvt Ltd,>4,3,0,Stay,17,5,7,Senior,High,Low,No
15100,city_103,0.92,Unknown,Has relevent experience,Part time course,Graduate,STEM,7,5000-9999,Public Sector,4,110,0,Stay,7,4,7,Mid,High,Very High,No
21448,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Unknown,Unknown,never,84,1,Job Change,7,0,4,Mid,Medium,High,Yes
929,city_138,0.836,Female,No relevent experience,no_enrollment,Masters,STEM,6,500-999,Funded Startup,1,22,0,Stay,6,1,5,Mid,High,Low,No
28154,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Public Sector,>4,17,0,Stay,16,5,8,Senior,High,Low,No
21412,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,Unknown,Unknown,never,42,0,Stay,21,0,4,Senior,High,Medium,No
27505,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,2,100,0,Stay,7,2,3,Mid,High,High,No
1225,city_10,0.895,Male,No relevent experience,no_enrollment,High School,Unknown,7,Unknown,Unknown,4,32,0,Stay,7,4,4,Mid,High,Medium,No
29121,city_72,0.795,Male,Has relevent experience,no_enrollment,High School,Unknown,5,1000-4999,Pvt Ltd,1,49,0,Stay,5,1,6,Junior,High,Medium,No
10751,city_118,0.722,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Unknown,Unknown,1,324,0,Stay,8,1,4,Mid,Medium,Very High,No
32884,city_19,0.682,Male,No relevent experience,Full time course,Graduate,STEM,<1,Unknown,Unknown,1,21,1,Job Change,0,1,4,Entry,Medium,Low,Yes
9576,city_145,0.555,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,2,Unknown,Unknown,1,29,0,Stay,2,1,4,Junior,Low,Medium,No
4826,city_114,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,>4,25,0,Stay,21,5,3,Senior,High,Low,No
9133,city_67,0.855,Male,No relevent experience,Part time course,High School,Unknown,4,50-99,Pvt Ltd,2,96,0,Stay,4,2,3,Junior,High,High,No
23649,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,2,13,0,Stay,6,2,8,Mid,High,Low,No
26485,city_103,0.92,Unknown,No relevent experience,no_enrollment,Primary School,Unknown,6,Unknown,Unknown,1,34,0,Stay,6,1,4,Mid,High,Medium,No
1728,city_16,0.91,Male,No relevent experience,Full time course,High School,Unknown,5,Unknown,Unknown,1,44,0,Stay,5,1,4,Junior,High,Medium,No
3735,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,36,0,Stay,21,5,1,Senior,High,Medium,No
30480,city_136,0.897,Other,No relevent experience,Part time course,Graduate,STEM,1,50-99,Funded Startup,1,45,1,Job Change,1,1,3,Entry,High,Medium,Yes
32291,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,4,50,0,Stay,21,4,3,Senior,High,Medium,No
31821,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,21,0,Stay,4,1,3,Junior,Medium,Low,No
6477,city_99,0.915,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,20,<10,Pvt Ltd,3,41,0,Stay,20,3,1,Senior,High,Medium,No
4163,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,83,0,Stay,21,5,4,Senior,High,High,No
10373,city_73,0.754,Male,No relevent experience,Full time course,High School,Unknown,4,Unknown,Unknown,4,43,1,Job Change,4,4,4,Junior,High,Medium,Yes
24602,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,NGO,1,17,0,Stay,21,1,4,Senior,High,Low,No
4058,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,1,32,1,Job Change,21,1,4,Senior,High,Medium,Yes
6828,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,9,50-99,Pvt Ltd,1,60,1,Job Change,9,1,3,Mid,Medium,High,Yes
30154,city_117,0.698,Unknown,No relevent experience,Full time course,High School,Unknown,1,Unknown,Unknown,1,67,0,Stay,1,1,4,Entry,Medium,High,No
15519,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,>4,15,0,Stay,21,5,4,Senior,High,Low,No
11714,city_100,0.887,Unknown,No relevent experience,Full time course,Graduate,STEM,6,Unknown,Unknown,never,42,1,Job Change,6,0,4,Mid,High,Medium,Yes
11303,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,20,1000-4999,Pvt Ltd,>4,54,0,Stay,20,5,6,Senior,High,High,No
17594,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,4,50-99,Public Sector,1,36,0,Stay,4,1,3,Junior,High,Medium,No
22633,city_21,0.624,Unknown,Has relevent experience,no_enrollment,Masters,STEM,6,Unknown,Unknown,1,22,0,Stay,6,1,4,Mid,Medium,Low,No
8973,city_21,0.624,Unknown,No relevent experience,Full time course,Graduate,STEM,4,Unknown,Unknown,never,25,1,Job Change,4,0,4,Junior,Medium,Low,Yes
7907,city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,,Unknown,Funded Startup,,27,0,Stay,9,1,4,Mid,Medium,Medium,No
14467,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Unknown,1,47,1,Job Change,5,1,3,Junior,Medium,Medium,Yes
12175,city_61,0.913,Male,No relevent experience,Full time course,Graduate,STEM,1,Unknown,Unknown,never,30,1,Job Change,1,0,4,Entry,High,Medium,Yes
32361,city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Unknown,1,83,0,Stay,15,1,6,Senior,High,High,No
20355,city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,2,106,1,Job Change,11,2,4,Senior,Medium,Very High,Yes
2341,city_83,0.923,Male,Has relevent experience,Part time course,High School,Unknown,1,50-99,Pvt Ltd,1,190,0,Stay,1,1,3,Entry,High,Very High,No
4246,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Funded Startup,2,7,0,Stay,16,2,3,Senior,High,Low,No
13691,city_30,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,1,26,0,Stay,21,1,1,Senior,Medium,Medium,No
26702,city_114,0.926,Other,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Funded Startup,1,86,0,Stay,16,1,4,Senior,High,High,No
16070,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,Unknown,19,50-99,Pvt Ltd,>4,163,0,Stay,19,5,3,Senior,High,Very High,No
4396,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,256,0,Stay,21,1,8,Senior,High,Very High,No
3179,city_73,0.754,Female,Has relevent experience,Full time course,Masters,STEM,15,100-500,Unknown,2,32,0,Stay,15,2,4,Senior,High,Medium,No
23361,city_23,0.899,Male,Has relevent experience,Part time course,Graduate,STEM,18,100-500,Pvt Ltd,>4,7,0,Stay,18,5,4,Senior,High,Low,No
659,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,1,178,1,Job Change,21,1,4,Senior,High,Very High,Yes
3570,city_114,0.926,Male,Has relevent experience,no_enrollment,Unknown,Unknown,14,500-999,Pvt Ltd,1,28,0,Stay,14,1,5,Senior,High,Medium,No
13618,city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,3,10/49,Pvt Ltd,1,198,0,Stay,3,1,2,Junior,Medium,Very High,No
24326,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,24,0,Stay,21,5,3,Senior,High,Low,No
1720,city_115,0.789,Male,No relevent experience,Full time course,Graduate,STEM,1,100-500,NGO,1,35,0,Stay,1,1,4,Entry,High,Medium,No
23611,city_78,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,74,1,Job Change,7,1,3,Mid,Low,High,Yes
23811,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,Business Degree,11,Unknown,Unknown,1,17,1,Job Change,11,1,4,Senior,High,Low,Yes
29177,city_114,0.926,Other,No relevent experience,Part time course,High School,Unknown,2,10/49,Public Sector,2,13,0,Stay,2,2,2,Junior,High,Low,No
19148,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,1,41,0,Stay,8,1,4,Mid,High,Medium,No
28918,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,<10,Pvt Ltd,2,88,0,Stay,19,2,1,Senior,High,High,No
32284,city_16,0.91,Male,No relevent experience,Full time course,High School,Unknown,3,Unknown,Unknown,1,57,0,Stay,3,1,4,Junior,High,High,No
18269,city_143,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,1,3,0,Stay,12,1,3,Senior,Medium,Low,No
9735,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Unknown,1,12,0,Stay,4,1,6,Junior,High,Low,No
8482,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,100-500,Pvt Ltd,1,22,0,Stay,0,1,4,Entry,Medium,Low,No
15896,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,3,52,0,Stay,19,3,4,Senior,High,High,No
33136,city_103,0.92,Other,No relevent experience,Full time course,Graduate,STEM,3,Unknown,Unknown,3,15,1,Job Change,3,3,4,Junior,High,Low,Yes
28038,city_61,0.913,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,2,18,0,Stay,7,2,8,Mid,High,Low,No
309,city_103,0.92,Unknown,No relevent experience,Full time course,Masters,STEM,5,Unknown,Unknown,3,26,1,Job Change,5,3,4,Junior,High,Medium,Yes
22959,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,102,1,Job Change,0,1,3,Entry,Medium,Very High,Yes
16737,city_116,0.743,Male,No relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,2,4,0,Stay,12,2,4,Senior,Medium,Low,No
23382,city_100,0.887,Unknown,No relevent experience,Full time course,Graduate,STEM,4,Unknown,Unknown,1,20,0,Stay,4,1,4,Junior,High,Low,No
16396,city_76,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,40,0,Stay,4,1,3,Junior,Medium,Medium,No
3194,city_73,0.754,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,1,22,0,Stay,12,1,3,Senior,High,Low,No
24498,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,8,1,Job Change,3,1,8,Junior,Medium,Low,Yes
32774,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,13,5000-9999,Pvt Ltd,1,98,0,Stay,13,1,7,Senior,High,High,No
15437,city_76,0.698,Unknown,No relevent experience,Full time course,Graduate,STEM,7,Unknown,Unknown,2,54,1,Job Change,7,2,4,Mid,Medium,High,Yes
9829,city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,11,<10,Pvt Ltd,never,154,0,Stay,11,0,1,Senior,High,Very High,No
25757,city_103,0.92,Male,Has relevent experience,no_enrollment,High School,Unknown,>20,1000-4999,Pvt Ltd,2,182,0,Stay,21,2,6,Senior,High,Very High,No
30272,city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,4,10000+,Public Sector,1,69,0,Stay,4,1,8,Junior,High,High,No
32939,city_145,0.555,Male,Has relevent experience,no_enrollment,High School,Unknown,6,Unknown,Unknown,>4,85,0,Stay,6,5,4,Mid,Low,High,No
943,city_150,0.698,Unknown,Has relevent experience,no_enrollment,Unknown,Unknown,>20,Unknown,Unknown,1,83,1,Job Change,21,1,4,Senior,Medium,High,Yes
7049,city_16,0.91,Male,No relevent experience,Part time course,Graduate,STEM,7,50-99,Pvt Ltd,1,50,0,Stay,7,1,3,Mid,High,Medium,No
22888,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Funded Startup,,12,0,Stay,5,1,3,Junior,High,Low,No
7945,city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Unknown,1,146,0,Stay,5,1,4,Junior,High,Very High,No
13506,city_83,0.923,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,14,500-999,Funded Startup,4,18,0,Stay,14,4,5,Senior,High,Low,No
20145,city_142,0.727,Unknown,Has relevent experience,Full time course,Masters,STEM,7,50-99,Early Stage Startup,1,40,1,Job Change,7,1,3,Mid,Medium,Medium,Yes
11773,city_21,0.624,Male,No relevent experience,no_enrollment,Primary School,Unknown,<1,Unknown,Unknown,never,56,1,Job Change,0,0,4,Entry,Medium,High,Yes
1056,city_23,0.899,Male,Has relevent experience,no_enrollment,High School,Unknown,9,100-500,Funded Startup,1,134,0,Stay,9,1,4,Mid,High,Very High,No
4423,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,18,5000-9999,Pvt Ltd,>4,109,0,Stay,18,5,7,Senior,High,Very High,No
8531,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,Humanities,>20,50-99,Pvt Ltd,1,28,0,Stay,21,1,3,Senior,High,Medium,No
6476,city_1,0.847,Male,No relevent experience,Full time course,Graduate,STEM,11,Unknown,Unknown,3,194,0,Stay,11,3,4,Senior,High,Very High,No
2381,city_102,0.804,Unknown,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,2,89,0,Stay,10,2,3,Mid,High,High,No
13024,city_45,0.89,Male,Has relevent experience,Full time course,High School,Unknown,8,50-99,Pvt Ltd,1,114,0,Stay,8,1,3,Mid,High,Very High,No
32750,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Pvt Ltd,>4,134,0,Stay,16,5,2,Senior,High,Very High,No
24111,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,1,3,0,Stay,15,1,3,Senior,High,Low,No
10323,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Funded Startup,2,40,0,Stay,16,2,3,Senior,High,Medium,No
2674,city_134,0.698,Male,Has relevent experience,no_enrollment,Graduate,No Major,7,<10,Pvt Ltd,,47,0,Stay,7,1,1,Mid,Medium,Medium,No
27280,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,500-999,Funded Startup,1,66,0,Stay,20,1,5,Senior,High,High,No
2961,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Public Sector,2,102,0,Stay,14,2,3,Senior,High,Very High,No
28325,city_84,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,1,96,0,Stay,13,1,3,Senior,Medium,High,No
19524,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,Unknown,Unknown,1,26,1,Job Change,9,1,4,Mid,Medium,Medium,Yes
20054,city_21,0.624,Unknown,No relevent experience,no_enrollment,Masters,STEM,12,<10,Early Stage Startup,never,306,0,Stay,12,0,1,Senior,Medium,Very High,No
6417,city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,4,192,1,Job Change,9,4,3,Mid,High,Very High,Yes
14473,city_28,0.939,Male,No relevent experience,Full time course,High School,Unknown,2,500-999,Pvt Ltd,1,54,0,Stay,2,1,5,Junior,High,High,No
21767,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,4,92,1,Job Change,7,4,8,Mid,Medium,High,Yes
18525,city_90,0.698,Male,Has relevent experience,Full time course,Unknown,Unknown,9,Unknown,Unknown,>4,155,1,Job Change,9,5,4,Mid,Medium,Very High,Yes
31641,city_103,0.92,Female,No relevent experience,Full time course,Masters,STEM,>20,5000-9999,Public Sector,>4,4,0,Stay,21,5,7,Senior,High,Low,No
386,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,178,0,Stay,21,5,1,Senior,High,Very High,No
3241,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Early Stage Startup,never,15,0,Stay,5,0,1,Junior,High,Low,No
4149,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,3,34,0,Stay,14,3,8,Senior,High,Medium,No
13519,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,NGO,1,30,0,Stay,8,1,4,Mid,High,Medium,No
10146,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,2,46,1,Job Change,4,2,1,Junior,High,Medium,Yes
431,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,never,166,0,Stay,15,0,6,Senior,High,Very High,No
8692,city_28,0.939,Male,Has relevent experience,Part time course,Graduate,STEM,2,1000-4999,Pvt Ltd,1,37,0,Stay,2,1,6,Junior,High,Medium,No
12863,city_114,0.926,Male,No relevent experience,Full time course,Masters,STEM,>20,5000-9999,Other,4,108,1,Job Change,21,4,7,Senior,High,Very High,Yes
1012,city_114,0.926,Male,Has relevent experience,Part time course,Masters,STEM,16,50-99,NGO,3,58,0,Stay,16,3,3,Senior,High,High,No
16704,city_67,0.855,Female,No relevent experience,Full time course,Graduate,STEM,7,Unknown,Unknown,2,16,1,Job Change,7,2,4,Mid,High,Low,Yes
24619,city_136,0.897,Male,No relevent experience,Full time course,High School,Unknown,7,Unknown,Unknown,never,60,0,Stay,7,0,4,Mid,High,High,No
122,city_65,0.802,Male,No relevent experience,Unknown,High School,Unknown,3,Unknown,Pvt Ltd,never,102,0,Stay,3,0,4,Junior,High,Very High,No
23256,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,64,0,Stay,15,5,8,Senior,High,High,No
1917,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,2,182,0,Stay,21,2,6,Senior,High,Very High,No
2561,city_104,0.924,Female,Has relevent experience,no_enrollment,Masters,STEM,7,<10,Funded Startup,3,75,0,Stay,7,3,1,Mid,High,High,No
21665,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,18,0,Stay,21,4,8,Senior,High,Low,No
29409,city_160,0.92,Unknown,Has relevent experience,no_enrollment,High School,Unknown,>20,100-500,Unknown,1,8,0,Stay,21,1,4,Senior,High,Low,No
19989,city_114,0.926,Unknown,No relevent experience,no_enrollment,High School,Unknown,2,Unknown,Unknown,,64,0,Stay,2,1,4,Junior,High,High,No
23722,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,4,210,0,Stay,5,4,3,Junior,High,Very High,No
7467,city_103,0.92,Male,No relevent experience,no_enrollment,High School,Unknown,3,Unknown,Unknown,never,48,0,Stay,3,0,4,Junior,High,Medium,No
11285,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,>4,10,0,Stay,8,5,4,Mid,High,Low,No
18054,city_105,0.794,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,2,11,0,Stay,9,2,5,Mid,High,Low,No
20214,city_103,0.92,Male,No relevent experience,Part time course,High School,Unknown,2,Unknown,Unknown,1,47,1,Job Change,2,1,4,Junior,High,Medium,Yes
9428,city_36,0.893,Male,No relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,2,47,0,Stay,21,2,6,Senior,High,Medium,No
28708,city_28,0.939,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,1,68,0,Stay,14,1,3,Senior,High,High,No
