Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
22791,TechCorp,Social Media,Women 25-34,60 days,Website,0.07,18290,7.17,Houston,Spanish,496,6742,2,Outdoor Adventurers,6/10/2021
22792,Innovate Industries,Email,Men 18-24,60 days,YouTube,0.04,13048,5.34,New York,Mandarin,899,6457,9,Foodies,6/11/2021
22793,DataTech Solutions,Display,Women 35-44,60 days,YouTube,0.12,16237,4.85,Miami,German,495,7859,6,Fashionistas,6/12/2021
22794,DataTech Solutions,Search,All Ages,15 days,Website,0.07,14731,6.99,Houston,Spanish,268,6308,4,Fashionistas,6/13/2021
22795,Alpha Innovations,Search,Men 25-34,30 days,Facebook,0.09,12113,2.09,Miami,German,496,4355,10,Tech Enthusiasts,6/14/2021
22796,Innovate Industries,Social Media,Men 25-34,15 days,Email,0.05,12664,4.85,Chicago,Mandarin,149,8528,5,Fashionistas,6/15/2021
22797,NexGen Systems,Influencer,Men 25-34,15 days,YouTube,0.09,8971,6.98,New York,English,341,4246,9,Fashionistas,6/16/2021
22798,TechCorp,Email,All Ages,60 days,Facebook,0.06,5662,3.16,Los Angeles,English,562,9942,8,Foodies,6/17/2021
22799,TechCorp,Influencer,All Ages,45 days,Instagram,0.1,7508,4.51,Los Angeles,English,806,3653,1,Outdoor Adventurers,6/18/2021
22800,Alpha Innovations,Social Media,All Ages,45 days,Instagram,0.14,9648,5.76,Chicago,German,239,1361,5,Fashionistas,6/19/2021
22801,DataTech Solutions,Display,Men 18-24,30 days,YouTube,0.14,5529,2.24,Miami,English,776,3924,8,Foodies,6/20/2021
22802,NexGen Systems,Social Media,Women 35-44,45 days,Instagram,0.11,9392,3.66,Houston,French,701,1614,2,Health & Wellness,6/21/2021
22803,Alpha Innovations,Search,All Ages,15 days,Google Ads,0.06,11379,4.77,Los Angeles,French,731,3031,1,Tech Enthusiasts,6/22/2021
22804,DataTech Solutions,Social Media,Women 35-44,30 days,Website,0.03,19380,5.9,Miami,Mandarin,654,5998,8,Fashionistas,6/23/2021
22805,Innovate Industries,Email,All Ages,45 days,Facebook,0.11,12832,4.96,New York,Spanish,668,4360,5,Foodies,6/24/2021
22806,Alpha Innovations,Influencer,All Ages,45 days,Website,0.15,8211,2.45,Miami,Spanish,975,4137,8,Fashionistas,6/25/2021
22807,NexGen Systems,Email,All Ages,15 days,Facebook,0.07,13892,3.57,Miami,Mandarin,968,3864,10,Foodies,6/26/2021
22808,TechCorp,Social Media,Men 18-24,15 days,Instagram,0.04,5224,6.65,Los Angeles,German,425,6850,7,Foodies,6/27/2021
22809,DataTech Solutions,Display,Men 25-34,30 days,Google Ads,0.04,9496,7.95,Chicago,English,993,7220,9,Outdoor Adventurers,6/28/2021
22810,Alpha Innovations,Email,Men 18-24,15 days,Website,0.12,13549,3.26,New York,German,254,9641,1,Outdoor Adventurers,6/29/2021
22811,DataTech Solutions,Social Media,Women 25-34,45 days,Facebook,0.05,15901,6.61,New York,Mandarin,165,1155,8,Outdoor Adventurers,6/30/2021
22812,Alpha Innovations,Display,Men 18-24,45 days,Instagram,0.12,19774,3.98,Miami,English,447,2892,4,Outdoor Adventurers,7/1/2021
22813,Alpha Innovations,Display,Men 18-24,30 days,Facebook,0.01,14970,5.57,Los Angeles,French,847,6942,4,Outdoor Adventurers,7/2/2021
22814,Innovate Industries,Email,Men 18-24,15 days,YouTube,0.08,6407,4.23,New York,Spanish,941,8557,2,Outdoor Adventurers,7/3/2021
22815,TechCorp,Email,Women 25-34,30 days,Google Ads,0.11,17813,5.42,Chicago,Spanish,642,2930,9,Outdoor Adventurers,7/4/2021
22816,Alpha Innovations,Influencer,Men 18-24,30 days,Instagram,0.13,7231,4.09,Los Angeles,Spanish,683,1798,5,Foodies,7/5/2021
22817,Innovate Industries,Search,Men 18-24,60 days,Website,0.13,9197,2.34,New York,German,685,2117,3,Health & Wellness,7/6/2021
22818,NexGen Systems,Email,Men 18-24,30 days,Website,0.02,17371,3.41,Chicago,French,704,9848,6,Outdoor Adventurers,7/7/2021
22819,DataTech Solutions,Search,Men 25-34,30 days,Email,0.02,19046,3.17,Chicago,Spanish,925,2915,2,Tech Enthusiasts,7/8/2021
22820,DataTech Solutions,Influencer,Men 18-24,30 days,Instagram,0.03,6671,6.09,Los Angeles,French,748,6852,1,Fashionistas,7/9/2021
22821,NexGen Systems,Search,Men 25-34,30 days,YouTube,0.03,5482,6.38,Chicago,French,782,9074,8,Foodies,7/10/2021
22822,Alpha Innovations,Influencer,Men 18-24,30 days,YouTube,0.1,11991,2.54,New York,German,568,4698,2,Health & Wellness,7/11/2021
22823,Innovate Industries,Search,All Ages,45 days,Website,0.11,12279,7.3,Chicago,English,944,5185,3,Tech Enthusiasts,7/12/2021
22824,DataTech Solutions,Social Media,All Ages,45 days,Facebook,0.02,16270,4.52,Houston,French,987,5555,7,Health & Wellness,7/13/2021
22825,DataTech Solutions,Display,Men 18-24,60 days,Google Ads,0.07,15170,3.92,Houston,German,215,7505,8,Foodies,7/14/2021
22826,NexGen Systems,Influencer,Women 25-34,60 days,Website,0.13,13508,4.94,New York,German,800,3593,5,Foodies,7/15/2021
22827,NexGen Systems,Display,Men 25-34,45 days,YouTube,0.09,17158,2.31,Los Angeles,Mandarin,754,7749,10,Foodies,7/16/2021
22828,TechCorp,Search,Women 25-34,45 days,Instagram,0.12,11218,4.77,Chicago,German,619,3318,2,Fashionistas,7/17/2021
22829,Alpha Innovations,Email,All Ages,45 days,Website,0.08,15690,7.54,New York,Spanish,311,1466,1,Foodies,7/18/2021
22830,Innovate Industries,Search,Women 35-44,60 days,Google Ads,0.13,17668,4.09,Houston,German,752,1401,9,Outdoor Adventurers,7/19/2021
22831,NexGen Systems,Email,Women 25-34,60 days,Email,0.02,8192,4.13,New York,French,363,7911,2,Fashionistas,7/20/2021
22832,Alpha Innovations,Email,All Ages,15 days,YouTube,0.03,12707,3.73,Miami,Mandarin,713,8214,2,Outdoor Adventurers,7/21/2021
22833,NexGen Systems,Search,All Ages,15 days,Google Ads,0.02,13155,3.67,Houston,English,434,3614,6,Foodies,7/22/2021
22834,NexGen Systems,Search,Men 25-34,30 days,YouTube,0.14,6748,3.8,Los Angeles,German,146,5799,3,Health & Wellness,7/23/2021
22835,NexGen Systems,Email,All Ages,45 days,Instagram,0.12,18932,3.33,Los Angeles,German,128,6455,9,Tech Enthusiasts,7/24/2021
22836,Alpha Innovations,Social Media,All Ages,15 days,Instagram,0.07,13480,2.7,New York,Mandarin,922,3887,1,Fashionistas,7/25/2021
22837,TechCorp,Social Media,Men 25-34,15 days,Google Ads,0.05,10541,2.37,Miami,German,989,9429,5,Tech Enthusiasts,7/26/2021
22838,DataTech Solutions,Influencer,Women 35-44,30 days,YouTube,0.01,6984,4.41,Los Angeles,French,391,4665,4,Outdoor Adventurers,7/27/2021
22839,DataTech Solutions,Influencer,Women 35-44,30 days,Google Ads,0.02,14519,3.9,Miami,Mandarin,634,6728,10,Foodies,7/28/2021
22840,Alpha Innovations,Search,Men 25-34,45 days,YouTube,0.11,13691,2.34,Miami,Spanish,969,2963,5,Foodies,7/29/2021
22841,TechCorp,Social Media,Women 25-34,30 days,Google Ads,0.13,13964,5.83,Miami,French,554,3748,1,Tech Enthusiasts,7/30/2021
22842,TechCorp,Email,All Ages,45 days,Facebook,0.13,15168,7.21,Los Angeles,English,907,3670,9,Foodies,7/31/2021
22843,NexGen Systems,Social Media,Women 25-34,15 days,Google Ads,0.06,16646,4.19,Los Angeles,English,464,3835,7,Fashionistas,8/1/2021
22844,Innovate Industries,Search,Women 25-34,60 days,Instagram,0.06,12789,3.08,Houston,English,851,8856,5,Health & Wellness,8/2/2021
22845,Alpha Innovations,Influencer,Women 35-44,15 days,Google Ads,0.04,10862,7.65,New York,German,512,3503,3,Fashionistas,8/3/2021
22846,Innovate Industries,Influencer,Men 25-34,45 days,Facebook,0.11,10348,5.44,Miami,Mandarin,740,6251,6,Health & Wellness,8/4/2021
22847,TechCorp,Social Media,Men 25-34,15 days,Instagram,0.06,9749,6.53,Miami,Spanish,420,4505,1,Tech Enthusiasts,8/5/2021
22848,TechCorp,Influencer,Men 25-34,60 days,Facebook,0.11,9044,6.97,New York,Mandarin,623,8872,1,Tech Enthusiasts,8/6/2021
22849,Alpha Innovations,Email,Men 18-24,60 days,Instagram,0.01,5502,2.83,Chicago,French,167,5198,8,Foodies,8/7/2021
22850,DataTech Solutions,Display,Men 18-24,15 days,Website,0.1,7767,5,Chicago,Spanish,612,3932,9,Foodies,8/8/2021
22851,TechCorp,Search,Women 35-44,30 days,Google Ads,0.14,18856,3.92,Miami,Mandarin,780,7060,6,Fashionistas,8/9/2021
22852,Alpha Innovations,Social Media,All Ages,60 days,Website,0.13,13307,2.79,Miami,German,779,4240,5,Tech Enthusiasts,8/10/2021
22853,Innovate Industries,Display,Women 35-44,45 days,YouTube,0.11,13357,6.41,Houston,French,459,5040,3,Foodies,8/11/2021
22854,Innovate Industries,Email,Men 18-24,45 days,Email,0.05,17665,4.44,Miami,Spanish,147,8692,2,Outdoor Adventurers,8/12/2021
22855,TechCorp,Influencer,Men 18-24,45 days,Email,0.01,12507,2.29,Miami,German,241,2327,9,Health & Wellness,8/13/2021
22856,DataTech Solutions,Email,Men 18-24,45 days,YouTube,0.08,18620,2.86,Miami,English,965,7899,5,Health & Wellness,8/14/2021
22857,NexGen Systems,Search,Women 35-44,45 days,Instagram,0.05,12463,2.5,Houston,English,281,8560,5,Health & Wellness,8/15/2021
22858,Innovate Industries,Search,Women 35-44,30 days,Website,0.08,6145,3.68,Houston,Mandarin,322,2292,8,Health & Wellness,8/16/2021
22859,NexGen Systems,Influencer,Women 35-44,15 days,YouTube,0.01,15526,6.39,New York,French,351,6374,6,Fashionistas,8/17/2021
22860,Innovate Industries,Display,All Ages,60 days,Website,0.06,8913,4.06,Houston,Mandarin,570,7281,8,Fashionistas,8/18/2021
22861,Alpha Innovations,Display,Women 25-34,15 days,Instagram,0.09,13033,3.61,Chicago,German,232,6546,5,Fashionistas,8/19/2021
22862,Innovate Industries,Influencer,Men 18-24,60 days,Website,0.03,10799,3.06,Miami,German,778,5574,9,Outdoor Adventurers,8/20/2021
22863,NexGen Systems,Search,Women 25-34,15 days,Email,0.11,12833,2.26,New York,English,105,9448,7,Health & Wellness,8/21/2021
22864,Innovate Industries,Influencer,Men 18-24,60 days,YouTube,0.08,12130,7.86,New York,English,869,9006,5,Tech Enthusiasts,8/22/2021
22865,DataTech Solutions,Search,Women 35-44,30 days,YouTube,0.08,7231,6.22,Chicago,Spanish,1000,4564,2,Fashionistas,8/23/2021
22866,DataTech Solutions,Display,All Ages,30 days,YouTube,0.1,5237,6.64,Chicago,German,965,7703,3,Foodies,8/24/2021
22867,Alpha Innovations,Influencer,Men 25-34,45 days,Website,0.11,12780,6,Los Angeles,Spanish,404,6085,3,Foodies,8/25/2021
22868,TechCorp,Influencer,Women 35-44,30 days,Google Ads,0.07,13984,3.12,Los Angeles,English,829,6135,6,Fashionistas,8/26/2021
22869,Alpha Innovations,Influencer,Women 35-44,30 days,Website,0.07,15091,3.59,New York,French,764,7683,3,Outdoor Adventurers,8/27/2021
22870,Alpha Innovations,Email,Men 25-34,60 days,Facebook,0.13,5602,4.44,Chicago,German,595,1077,6,Foodies,8/28/2021
22871,TechCorp,Email,Women 25-34,60 days,Google Ads,0.04,16887,6.48,New York,French,634,1325,3,Outdoor Adventurers,8/29/2021
22872,Innovate Industries,Email,All Ages,45 days,Google Ads,0.01,6667,7.84,Los Angeles,English,524,6639,1,Outdoor Adventurers,8/30/2021
22873,TechCorp,Email,Women 25-34,30 days,Website,0.15,18961,2.59,Houston,English,986,8806,10,Health & Wellness,8/31/2021
22874,DataTech Solutions,Search,Women 25-34,60 days,Google Ads,0.15,10383,3.55,New York,Spanish,482,2569,5,Fashionistas,9/1/2021
22875,Alpha Innovations,Display,Women 25-34,30 days,Facebook,0.09,11268,4.21,Houston,English,133,1093,10,Health & Wellness,9/2/2021
22876,DataTech Solutions,Email,Women 35-44,15 days,Facebook,0.07,9434,3.13,Houston,German,819,1187,4,Health & Wellness,9/3/2021
22877,NexGen Systems,Email,Women 35-44,15 days,Website,0.08,15720,2.02,Miami,French,783,4745,8,Fashionistas,9/4/2021
22878,TechCorp,Email,Women 25-34,15 days,Website,0.02,6327,7.68,Chicago,French,338,3952,2,Fashionistas,9/5/2021
22879,Innovate Industries,Email,Women 25-34,30 days,YouTube,0.03,7761,7.89,New York,English,952,2410,3,Fashionistas,9/6/2021
22880,NexGen Systems,Search,Women 25-34,45 days,Instagram,0.05,14000,6.85,Chicago,French,847,8836,9,Foodies,9/7/2021
22881,NexGen Systems,Influencer,Women 35-44,45 days,Facebook,0.04,10776,2.35,Chicago,German,399,8985,7,Outdoor Adventurers,9/8/2021
22882,NexGen Systems,Display,Women 35-44,30 days,Instagram,0.15,17925,4.26,New York,German,980,6953,3,Tech Enthusiasts,9/9/2021
22883,TechCorp,Display,All Ages,45 days,Instagram,0.02,16849,3.44,Miami,Spanish,479,7923,9,Fashionistas,9/10/2021
22884,DataTech Solutions,Influencer,Women 25-34,15 days,Google Ads,0.06,17661,6.33,New York,English,792,4228,3,Outdoor Adventurers,9/11/2021
22885,NexGen Systems,Social Media,Women 35-44,15 days,YouTube,0.02,11023,3.4,Chicago,Spanish,955,9534,5,Fashionistas,9/12/2021
22886,DataTech Solutions,Search,Women 35-44,45 days,YouTube,0.07,11377,6.53,Houston,French,563,8880,6,Health & Wellness,9/13/2021
22887,Innovate Industries,Influencer,All Ages,60 days,Google Ads,0.09,15811,5.21,New York,Spanish,148,1238,5,Fashionistas,9/14/2021
22888,NexGen Systems,Search,Women 35-44,45 days,Google Ads,0.02,19130,6.05,Miami,French,561,4889,5,Foodies,9/15/2021
22889,TechCorp,Search,Women 35-44,45 days,YouTube,0.09,15918,6.89,Miami,German,683,1664,1,Tech Enthusiasts,9/16/2021
22890,DataTech Solutions,Display,Women 25-34,45 days,Facebook,0.11,17100,5.49,Los Angeles,French,416,4276,10,Outdoor Adventurers,9/17/2021
22891,Alpha Innovations,Social Media,Women 35-44,60 days,YouTube,0.09,18061,2.37,Houston,Mandarin,682,3238,9,Outdoor Adventurers,9/18/2021
22892,Alpha Innovations,Display,Men 25-34,45 days,YouTube,0.04,11391,2.38,Chicago,French,266,7463,9,Tech Enthusiasts,9/19/2021
22893,NexGen Systems,Influencer,Women 25-34,45 days,Instagram,0.05,8820,5.53,Chicago,German,570,3234,9,Health & Wellness,9/20/2021
22894,TechCorp,Influencer,Women 35-44,45 days,Email,0.08,13885,4.65,Miami,French,932,2407,1,Health & Wellness,9/21/2021
22895,Innovate Industries,Influencer,Women 35-44,30 days,YouTube,0.1,5461,6.54,New York,German,277,4903,3,Foodies,9/22/2021
22896,NexGen Systems,Influencer,Women 35-44,15 days,Google Ads,0.07,19503,6.3,New York,English,964,5930,6,Health & Wellness,9/23/2021
22897,TechCorp,Influencer,Women 25-34,30 days,Facebook,0.08,9955,3.98,Chicago,German,906,4763,8,Health & Wellness,9/24/2021
22898,DataTech Solutions,Email,Men 25-34,30 days,Facebook,0.07,5879,6.38,Los Angeles,Mandarin,416,5106,1,Health & Wellness,9/25/2021
22899,TechCorp,Email,Men 25-34,15 days,Email,0.1,15970,5.14,Miami,German,846,2754,9,Outdoor Adventurers,9/26/2021
22900,TechCorp,Email,All Ages,45 days,Instagram,0.07,17626,7.47,Chicago,German,257,6731,2,Fashionistas,9/27/2021
22901,DataTech Solutions,Email,All Ages,30 days,Facebook,0.03,9242,3.48,Miami,Spanish,310,9795,1,Fashionistas,9/28/2021
22902,Alpha Innovations,Email,Women 35-44,60 days,Email,0.06,12539,6.82,New York,French,551,8562,6,Fashionistas,9/29/2021
22903,Alpha Innovations,Social Media,Women 25-34,60 days,Email,0.12,17112,2.38,Chicago,English,548,9956,4,Fashionistas,9/30/2021
22904,Innovate Industries,Search,All Ages,30 days,YouTube,0.09,15117,7.51,New York,English,887,5819,7,Tech Enthusiasts,10/1/2021
22905,Innovate Industries,Email,Men 25-34,15 days,Website,0.08,16258,7.17,Chicago,German,293,7031,9,Outdoor Adventurers,10/2/2021
22906,DataTech Solutions,Social Media,Women 35-44,30 days,Email,0.06,19563,3.5,New York,German,144,7872,9,Outdoor Adventurers,10/3/2021
22907,Alpha Innovations,Influencer,All Ages,60 days,YouTube,0.12,13389,7.71,New York,French,983,5466,6,Fashionistas,10/4/2021
22908,TechCorp,Social Media,All Ages,60 days,YouTube,0.14,18876,3.56,Miami,German,240,4734,3,Foodies,10/5/2021
22909,NexGen Systems,Email,Women 25-34,15 days,Google Ads,0.14,8895,4.89,Los Angeles,Spanish,561,1831,9,Fashionistas,10/6/2021
22910,DataTech Solutions,Influencer,Men 18-24,30 days,Website,0.01,14242,7.17,New York,English,310,4399,8,Health & Wellness,10/7/2021
22911,TechCorp,Social Media,All Ages,15 days,Facebook,0.13,6617,2.44,Miami,Spanish,426,7902,10,Foodies,10/8/2021
22912,NexGen Systems,Email,All Ages,30 days,Email,0.05,17040,6.84,Miami,English,478,5943,3,Outdoor Adventurers,10/9/2021
22913,Innovate Industries,Social Media,Men 18-24,45 days,Google Ads,0.05,13521,4.88,New York,Spanish,152,5612,9,Health & Wellness,10/10/2021
22914,TechCorp,Display,Men 25-34,45 days,YouTube,0.05,14763,2.29,Houston,German,173,2238,2,Foodies,10/11/2021
22915,TechCorp,Display,Women 35-44,15 days,Website,0.02,8590,2.59,Chicago,Mandarin,218,7127,6,Health & Wellness,10/12/2021
22916,Alpha Innovations,Search,Women 35-44,30 days,Instagram,0.05,11704,7.77,Chicago,Spanish,679,3822,3,Foodies,10/13/2021
22917,DataTech Solutions,Email,Men 25-34,30 days,Email,0.07,16488,2.32,Houston,Mandarin,515,8225,7,Fashionistas,10/14/2021
22918,TechCorp,Influencer,Men 18-24,45 days,Google Ads,0.03,19425,6.87,Chicago,Spanish,303,8281,4,Fashionistas,10/15/2021
22919,NexGen Systems,Email,Men 25-34,60 days,Facebook,0.12,7231,3.64,Houston,French,276,9666,6,Health & Wellness,10/16/2021
22920,Innovate Industries,Email,Men 18-24,60 days,Website,0.12,9161,6.83,Houston,Mandarin,150,1019,6,Outdoor Adventurers,10/17/2021
22921,Alpha Innovations,Search,Women 25-34,45 days,Email,0.03,6096,6.96,New York,German,114,4162,6,Foodies,10/18/2021
22922,NexGen Systems,Search,Women 25-34,15 days,Email,0.05,17215,6.26,New York,German,974,5990,3,Outdoor Adventurers,10/19/2021
22923,Alpha Innovations,Search,Women 35-44,60 days,Email,0.14,12864,4.2,Houston,French,700,9642,8,Foodies,10/20/2021
22924,DataTech Solutions,Display,Women 35-44,45 days,YouTube,0.03,7345,2.43,Houston,German,221,6447,7,Health & Wellness,10/21/2021
22925,NexGen Systems,Search,All Ages,45 days,Google Ads,0.04,12303,7.01,Houston,Mandarin,285,3358,4,Health & Wellness,10/22/2021
22926,NexGen Systems,Social Media,Men 25-34,15 days,Email,0.13,11845,7.93,Chicago,French,823,6646,10,Outdoor Adventurers,10/23/2021
22927,Alpha Innovations,Social Media,All Ages,15 days,Google Ads,0.1,17569,7.02,Miami,French,907,7669,6,Health & Wellness,10/24/2021
22928,DataTech Solutions,Influencer,Women 35-44,45 days,Google Ads,0.15,10512,5.88,Miami,English,206,7848,7,Outdoor Adventurers,10/25/2021
22929,TechCorp,Influencer,Women 25-34,45 days,Google Ads,0.12,8804,7.89,Los Angeles,Spanish,948,3037,9,Tech Enthusiasts,10/26/2021
22930,Alpha Innovations,Social Media,All Ages,45 days,Facebook,0.03,18565,3.32,Los Angeles,Mandarin,839,1846,4,Foodies,10/27/2021
22931,Innovate Industries,Search,Women 25-34,60 days,Google Ads,0.14,5259,5.22,Los Angeles,Spanish,794,2797,6,Health & Wellness,10/28/2021
22932,Innovate Industries,Email,Women 25-34,45 days,YouTube,0.06,14977,6.67,Chicago,Mandarin,492,8657,10,Outdoor Adventurers,10/29/2021
22933,NexGen Systems,Email,Men 18-24,60 days,Email,0.14,18453,4.53,Los Angeles,German,702,8999,1,Outdoor Adventurers,10/30/2021
22934,Alpha Innovations,Social Media,All Ages,15 days,Instagram,0.04,10745,3.71,Los Angeles,French,424,3764,8,Tech Enthusiasts,10/31/2021
22935,NexGen Systems,Display,Men 25-34,45 days,Email,0.12,15532,6.62,Miami,French,248,4043,1,Outdoor Adventurers,11/1/2021
22936,Innovate Industries,Search,Women 25-34,60 days,Email,0.11,19974,2.17,Miami,German,361,4761,5,Health & Wellness,11/2/2021
22937,TechCorp,Display,Men 18-24,30 days,Facebook,0.05,12581,3.89,Chicago,English,788,8205,8,Foodies,11/3/2021
22938,Alpha Innovations,Display,Men 25-34,15 days,YouTube,0.03,7205,5.72,Miami,German,192,3181,1,Foodies,11/4/2021
22939,Innovate Industries,Search,All Ages,15 days,Google Ads,0.13,12498,3.75,Houston,Mandarin,225,1127,3,Outdoor Adventurers,11/5/2021
22940,NexGen Systems,Social Media,Women 35-44,30 days,Website,0.1,9700,5.39,Chicago,Spanish,970,7481,1,Health & Wellness,11/6/2021
22941,TechCorp,Influencer,Women 25-34,45 days,Google Ads,0.08,7816,4.09,Chicago,French,234,5088,3,Foodies,11/7/2021
22942,Alpha Innovations,Social Media,Men 18-24,15 days,Facebook,0.07,7329,2.65,New York,English,213,8437,2,Health & Wellness,11/8/2021
22943,Innovate Industries,Display,Women 35-44,60 days,Email,0.12,9387,5.27,New York,English,879,6360,6,Foodies,11/9/2021
22944,Innovate Industries,Search,Men 18-24,30 days,Email,0.11,8813,6.86,Los Angeles,French,692,2326,1,Foodies,11/10/2021
22945,TechCorp,Display,Women 25-34,15 days,Facebook,0.06,5455,6.57,New York,Spanish,651,1447,1,Health & Wellness,11/11/2021
22946,Alpha Innovations,Social Media,All Ages,30 days,Website,0.13,8159,7.52,Los Angeles,German,660,6599,6,Foodies,11/12/2021
22947,Alpha Innovations,Social Media,Women 25-34,30 days,Email,0.03,5878,2.87,Miami,Spanish,334,2499,2,Health & Wellness,11/13/2021
22948,Innovate Industries,Email,Women 25-34,15 days,Facebook,0.05,17649,2.57,Miami,Mandarin,224,4988,3,Outdoor Adventurers,11/14/2021
22949,TechCorp,Display,Men 25-34,60 days,Website,0.03,8959,6.62,Los Angeles,French,985,3039,4,Health & Wellness,11/15/2021
22950,NexGen Systems,Search,Women 25-34,30 days,Instagram,0.14,15355,4.79,Houston,German,906,3960,2,Foodies,11/16/2021
22951,DataTech Solutions,Email,Men 25-34,60 days,Instagram,0.02,19406,5.97,Miami,German,768,2182,1,Health & Wellness,11/17/2021
22952,Alpha Innovations,Social Media,Women 35-44,15 days,YouTube,0.09,13935,5.53,Miami,German,425,9896,6,Tech Enthusiasts,11/18/2021
22953,Alpha Innovations,Search,Men 18-24,15 days,Website,0.02,9614,5.79,Houston,French,276,9947,8,Fashionistas,11/19/2021
22954,DataTech Solutions,Influencer,Men 18-24,15 days,Website,0.1,8963,3.04,Miami,French,446,2439,6,Outdoor Adventurers,11/20/2021
22955,DataTech Solutions,Social Media,Women 25-34,30 days,Facebook,0.07,5664,4.25,New York,Spanish,420,8627,1,Fashionistas,11/21/2021
22956,Alpha Innovations,Display,Women 35-44,45 days,Instagram,0.14,8182,7.71,Houston,Spanish,689,2126,1,Outdoor Adventurers,11/22/2021
22957,TechCorp,Social Media,Women 25-34,60 days,Website,0.01,5145,2.81,Chicago,Mandarin,798,8111,4,Fashionistas,11/23/2021
22958,NexGen Systems,Social Media,Men 25-34,30 days,Email,0.13,15443,2.37,Chicago,French,886,8940,8,Outdoor Adventurers,11/24/2021
22959,NexGen Systems,Email,Men 25-34,15 days,Google Ads,0.11,12782,5.83,Los Angeles,Mandarin,414,9352,2,Outdoor Adventurers,11/25/2021
22960,TechCorp,Email,Men 18-24,45 days,YouTube,0.02,19419,3.91,New York,German,210,9341,10,Fashionistas,11/26/2021
22961,Alpha Innovations,Search,All Ages,45 days,Instagram,0.13,19908,6.98,Houston,English,688,6022,3,Health & Wellness,11/27/2021
22962,NexGen Systems,Social Media,Women 25-34,15 days,YouTube,0.02,7263,7.73,Los Angeles,Spanish,150,4126,6,Foodies,11/28/2021
22963,TechCorp,Email,Women 35-44,60 days,Email,0.02,17242,5.95,New York,French,181,6646,7,Health & Wellness,11/29/2021
22964,DataTech Solutions,Influencer,Men 18-24,60 days,Google Ads,0.03,5900,5.5,Miami,Spanish,198,1468,5,Tech Enthusiasts,11/30/2021
22965,TechCorp,Influencer,All Ages,30 days,Email,0.12,17373,7.26,New York,Mandarin,173,1973,9,Foodies,12/1/2021
22966,DataTech Solutions,Display,Men 18-24,60 days,Google Ads,0.13,5996,3.59,Houston,Spanish,742,4087,6,Fashionistas,12/2/2021
22967,Innovate Industries,Display,Women 35-44,15 days,Email,0.13,9491,4.36,Miami,Spanish,292,1760,8,Health & Wellness,12/3/2021
22968,TechCorp,Email,All Ages,15 days,Facebook,0.14,12045,3,Los Angeles,French,319,6870,3,Health & Wellness,12/4/2021
22969,TechCorp,Display,Women 25-34,60 days,YouTube,0.11,9670,2.98,Chicago,Mandarin,191,7326,10,Fashionistas,12/5/2021
22970,NexGen Systems,Search,Men 18-24,60 days,Email,0.07,19749,6.08,Los Angeles,French,195,3981,10,Fashionistas,12/6/2021
22971,TechCorp,Search,Men 18-24,60 days,Email,0.15,12389,7.35,Houston,French,254,9524,5,Fashionistas,12/7/2021
22972,Innovate Industries,Email,Men 25-34,30 days,Facebook,0.05,7624,3.04,New York,German,126,8262,10,Outdoor Adventurers,12/8/2021
22973,NexGen Systems,Social Media,Men 18-24,45 days,Email,0.11,8704,4.46,Houston,French,692,1500,4,Foodies,12/9/2021
22974,TechCorp,Search,All Ages,45 days,Website,0.13,11091,2.04,Los Angeles,Spanish,871,7055,5,Outdoor Adventurers,12/10/2021
22975,NexGen Systems,Email,Women 25-34,30 days,Google Ads,0.06,13047,2.89,Chicago,German,148,4837,7,Outdoor Adventurers,12/11/2021
22976,DataTech Solutions,Email,All Ages,30 days,Google Ads,0.09,19139,6.84,Los Angeles,Mandarin,624,2098,8,Health & Wellness,12/12/2021
22977,Innovate Industries,Email,All Ages,45 days,YouTube,0.04,18144,6.63,Chicago,English,236,2298,10,Tech Enthusiasts,12/13/2021
22978,NexGen Systems,Display,Women 35-44,60 days,Facebook,0.02,13518,4.27,Miami,German,703,4808,5,Health & Wellness,12/14/2021
22979,NexGen Systems,Social Media,Men 25-34,60 days,YouTube,0.05,13698,5.39,Miami,French,587,8376,10,Outdoor Adventurers,12/15/2021
22980,DataTech Solutions,Display,Women 35-44,60 days,Google Ads,0.01,8017,4.2,New York,German,819,1812,7,Fashionistas,12/16/2021
22981,DataTech Solutions,Search,Women 35-44,15 days,Facebook,0.02,7260,4.78,New York,French,954,6105,6,Fashionistas,12/17/2021
22982,Innovate Industries,Search,Men 25-34,60 days,Facebook,0.12,18840,3.41,New York,Mandarin,646,9374,9,Health & Wellness,12/18/2021
22983,NexGen Systems,Social Media,Men 18-24,45 days,Google Ads,0.04,11483,4.97,Los Angeles,German,209,1427,7,Fashionistas,12/19/2021
22984,TechCorp,Influencer,All Ages,45 days,Email,0.04,11742,3.79,New York,German,639,6965,9,Fashionistas,12/20/2021
22985,NexGen Systems,Email,Men 18-24,15 days,Facebook,0.09,14193,4.04,Houston,English,340,2322,2,Outdoor Adventurers,12/21/2021
22986,Alpha Innovations,Search,Men 25-34,15 days,Instagram,0.13,10899,7.04,Chicago,French,250,8781,8,Outdoor Adventurers,12/22/2021
